"Id","Nombre por defecto","Descripción por defecto","Precio (€)","Alérgenos","Nombre Español (🇪🇸)","Descripción Español (🇪🇸)","Nombre English (🇬🇧)","Descripción English (🇬🇧)","Nombre Française (🇫🇷)","Descripción Française (🇫🇷)","Nombre Deutsch (🇩🇪)","Descripción Deutsch (🇩🇪)","Nombre Italiano (🇮🇹)","Descripción Italiano (🇮🇹)","Nombre Português (🇵🇹)","Descripción Português (🇵🇹)","Nombre Netherlands (🇳🇱)","Descripción Netherlands (🇳🇱)","Nombre Catalán (🇪)","Descripción Catalán (🇪)","Nombre Chino (🇨)","Descripción Chino (🇨)"
"f7716eb2-5630-494e-b2ad-6f84e18c0f8a","Copa de Ron","","4.0","Ninguno","Copa de Ron","","Copa de Ron","","Copa de Ron","","Copa de Ron","","Copa de Ron","","Copa de Ron","","Copa de Ron","","Copa de Ron","","Copa de Ron",""
"bc0065ba-ed67-4b31-890e-337adbafb354","copa de Vodka","","4.0","Ninguno","copa de Vodka","","copa de Vodka","","copa de Vodka","","copa de Vodka","","copa de Vodka","","copa de Vodka","","copa de Vodka","","copa de Vodka","","copa de Vodka",""
"5ac80b71-8458-4f70-85d0-091e17ac0b1f","copa Tequila","","4.0","Ninguno","copa Tequila","","copa Tequila","","copa Tequila","","copa Tequila","","copa Tequila","","copa Tequila","","copa Tequila","","copa Tequila","","copa Tequila",""
"55a206aa-d8c8-4d17-b8a3-ecdb590510e1","Copa Baileys","","4.5","Leche","Copa Baileys","","Copa Baileys","","Copa Baileys","","Copa Baileys","","Copa Baileys","","Copa Baileys","","Copa Baileys","","Copa Baileys","","Copa Baileys",""
"ef77e40d-0518-4f6a-906a-c5dad0576c8b","Martini","","4.0","Sulfitos","Martini","","Martini","","Martini","","Martini","","Martini","","Martini","","Martini","","Martini","","Martini",""
"f7d318fe-acbe-421f-a824-7ea2d48cf2b0","Vaso leche","","1.9","Ninguno","Vaso leche","","Vaso leche","","Vaso leche","","Vaso leche","","Vaso leche","","Vaso leche","","Vaso leche","","Vaso leche","","Vaso leche",""
"95ebc7d5-537e-4612-8f24-108dbf6d6cfe","Chupito tequila","","3.0","Ninguno","Chupito tequila","","Chupito tequila","","Chupito tequila","","Chupito tequila","","Chupito tequila","","Chupito tequila","","Chupito tequila","","Chupito tequila","","Chupito tequila",""
"b3cff4c2-18db-471b-9732-86fe001185d2","Copa Vino Tinto","","4.0","Sulfitos","Copa Vino Tinto","","Copa Vino Tinto","","Copa Vino Tinto","","Copa Vino Tinto","","Copa Vino Tinto","","Copa Vino Tinto","","Copa Vino Tinto","","Copa Vino Tinto","","Copa Vino Tinto",""
"9353562e-0086-4fff-a867-cb02143b2eb7","Té Tropical","Té blanco, Té verde, hojas de Zarzamora, chips de Plátano, trozos de Mango, trozos de Piña, hojas de Stevia.","3.0","Ninguno","Té Tropical","Té blanco, Té verde, hojas de Zarzamora, chips de Plátano, trozos de Mango, trozos de Piña, hojas de Stevia.","tea Tropical","Té blanco, Té verde, hojas of Zarzamora, chips of Plátano, trozos of Mango, trozos of Piña, hojas of Stevia.","thé Tropical","Té blanco, Té verde, hojas de Zarzamora, chips de Plátano, trozos de Mango, trozos de Piña, hojas de Stevia.","Tee Tropical","Té blanco, Té verde, hojas de Zarzamora, chips de Plátano, trozos de Mango, trozos de Piña, hojas de Stevia.","tè Tropical","Té blanco, Té verde, hojas de Zarzamora, chips de Plátano, trozos de Mango, trozos de Piña, hojas de Stevia.","chá Tropical","Té blanco, Té verde, hojas de Zarzamora, chips de Plátano, trozos de Mango, trozos de Piña, hojas de Stevia.","thee Tropical","Té blanco, Té verde, hojas de Zarzamora, chips de Plátano, trozos de Mango, trozos de Piña, hojas de Stevia.","te Tropical","Té blanco, Té verde, hojas de Zarzamora, chips de Plátano, trozos de Mango, trozos de Piña, hojas de Stevia.","茶 Tropical","Té blanco, Té verde, hojas de Zarzamora, chips de Plátano, trozos de Mango, trozos de Piña, hojas de Stevia."
"8b36ed86-f694-41eb-a7f8-9e6b7bf20e18","Copa Vino Blanco","","4.5","Sulfitos","Copa Vino Blanco","","Copa Vino Blanco","","Copa Vino Blanco","","Copa Vino Blanco","","Copa Vino Blanco","","Copa Vino Blanco","","Copa Vino Blanco","","Copa Vino Blanco","","Copa Vino Blanco",""
"3c0d2e9a-1e01-4c01-8d30-5a3477560570","Té de Manzana Asada y Canela","Trozos de manzana, florea de hibisco, uvas, canela, pétalos de girasol, extracto de vainilla.","3.0","Ninguno","Té de Manzana Asada y Canela","Trozos de manzana, florea de hibisco, uvas, canela, pétalos de girasol, extracto de vainilla.","tea de Manzana Asada y Canela","Trozos of manzana, florea of hibisco, grapes, cinnamon, sunflower petals, vanilla extract.","thé de Manzana Asada y Canela","Trozos de manzana, florea de hibisco, raisins, cannelle, pétales de tournesol, extrait de vanille.","Tee de Manzana Asada y Canela","Trozos de manzana, florea de hibisco, Trauben, Zimt, Sonnenblumenblüten, Vanilleextrakt.","tè de Manzana Asada y Canela","Trozos de manzana, florea de hibisco, uva, cannella, petali di girasole, estratto di vaniglia.","chá de Manzana Asada y Canela","Trozos de manzana, florea de hibisco, uvas, canela, pétalas de girassol, extrato de baunilha.","thee de Manzana Asada y Canela","Trozos de manzana, florea de hibisco, druiven, kaneel, zonnebloemblaadjes, vanille-extract.","te de Manzana Asada y Canela","Trozos de manzana, florea de hibisco, raïm, canyella, pètals de gira-sol, extracte de vainilla.","茶 de Manzana Asada y Canela","Trozos de manzana, florea de hibisco, 葡萄, 肉桂, 向日葵花瓣, 香草精."
"f7ee6b7d-deb6-44a8-8c3b-2be2a9c5c641","Té de Almendra y Canela","","3.0","Frutos de cascara","Té de Almendra y Canela","","tea de almond y Canela","","thé de amande y Canela","","Tee de Mandel y Canela","","tè de mandorla y Canela","","chá de amêndoa y Canela","","thee de amandel y Canela","","te de ametlla y Canela","","茶 de 杏仁 y Canela",""
"4ab3f33a-3f23-4857-b375-709c49b94e1c","Variedad de tostadas","Variedad de tostadas (una de queso, una de atun, una de serrano y una vegetariana)","13.9","Gluten, Leche, Pescado","Variedad de tostadas","Variedad de tostadas (una de queso, una de atun, una de serrano y una vegetariana)","Variedad de toasts","Variedad of toasts (una of cheese, una of atun, una of Serrano ham and una vegetariana)","Variedad de tartines","Variedad de tartines (una de fromage, una de atun, una de jambon serrano et una vegetariana)","Variedad de Toast","Variedad de Toast (una de Käse, una de atun, una de Serrano-Schinken und una vegetariana)","Variedad de toast","Variedad de toast (una de formaggio, una de atun, una de prosciutto serrano e una vegetariana)","Variedad de torradas","Variedad de torradas (una de queijo, una de atun, una de presunto serrano e una vegetariana)","Variedad de toast","Variedad de toast (una de kaas, una de atun, una de Serrano-ham en una vegetariana)","Variedad de torrades","Variedad de torrades (una de formatge, una de atun, una de pernil serrà i una vegetariana)","Variedad de 吐司","Variedad de 吐司 (una de 奶酪, una de atun, una de 塞拉诺火腿和una vegetariana)"
"81ab7765-1341-4e50-afa0-150ebc4a8771","Té de Frutos de invierno","Trozos d manzana, flores de hibsco, almendras picadas, canela, rooibos, cáscara de Rosa Mosqueta, vainilla.","3.0","Frutos de cascara","Té de Frutos de invierno","Trozos d manzana, flores de hibsco, almendras picadas, canela, rooibos, cáscara de Rosa Mosqueta, vainilla.","tea de Frutos de invierno","Trozos d manzana, flores of hibsco, chopped almonds, cinnamon, rooibos, rosehip peel, vanilla.","thé de Frutos de invierno","Trozos d manzana, flores de hibsco, amandes hachées, cannelle, rooibos, écorce de cynorrhodon, vanille.","Tee de Frutos de invierno","Trozos d manzana, flores de hibsco, gehackte Mandeln, Zimt, Rooibos, Hagebuttenschale, Vanille.","tè de Frutos de invierno","Trozos d manzana, flores de hibsco, mandorle tritate, cannella, rooibos, buccia di rosa canina, vaniglia.","chá de Frutos de invierno","Trozos d manzana, flores de hibsco, amêndoas picadas, canela, rooibos, casca de rosa mosqueta, baunilha.","thee de Frutos de invierno","Trozos d manzana, flores de hibsco, gehakte amandelen, kaneel, rooibos, rozenbottelschil, vanille.","te de Frutos de invierno","Trozos d manzana, flores de hibsco, ametlles picades, canyella, rooibos, pell de rosa mosqueta, vainilla.","茶 de Frutos de invierno","Trozos d manzana, flores de hibsco, 碎杏仁, 肉桂, 路易波士茶, 玫瑰果皮, 香草."
"ff172062-c763-425b-9fa4-da7d6c35106d","Gato Mallorquin","Biscocho de almendra mallorquin","4.0","Frutos de cascara, Huevo","Gato Mallorquin","Biscocho de almendra mallorquin","Gato Mallorquin","Biscocho of almendra mallorquin","Gato Mallorquin","Biscocho de almendra mallorquin","Gato Mallorquin","Biscocho de almendra mallorquin","Gato Mallorquin","Biscocho de almendra mallorquin","Gato Mallorquin","Biscocho de almendra mallorquin","Gato Mallorquin","Biscocho de almendra mallorquin","Gato Mallorquin","Biscocho de almendra mallorquin","Gato Mallorquin","Biscocho de almendra mallorquin"
"d473e616-f984-47fd-83fb-dee7f270302a","Beefeater + Refresco","refresco a elegir","6.9","Ninguno","Beefeater + Refresco","refresco a elegir","Beefeater + Refresco","soft drink of your choice","Beefeater + Refresco","soda au choix","Beefeater + Refresco","Softdrink nach Wahl","Beefeater + Refresco","bibita a scelta","Beefeater + Refresco","refrigerante à escolha","Beefeater + Refresco","frisdrank naar keuze","Beefeater + Refresco","refresc a triar","Beefeater + Refresco","自选软饮"
"742f4ecb-2831-48b4-889a-29320074b7d5","Te de granada","","2.5","Ninguno","Te de granada","","Te de granada","","Te de granada","","Te de granada","","Te de granada","","Te de granada","","Te de granada","","Te de granada","","Te de granada",""
"52b55f73-4f42-4271-83dc-50c8da2b5285","Appleshorle","Refresco de agua con gas y zumo de manzana","3.5","Ninguno","Appleshorle","Refresco de agua con gas y zumo de manzana","Appleshorle","Refresco of sparkling water and zumo of manzana","Appleshorle","Refresco de eau gazeuse et zumo de manzana","Appleshorle","Refresco de Sprudelwasser und zumo de manzana","Appleshorle","Refresco de acqua frizzante e zumo de manzana","Appleshorle","Refresco de água com gás e zumo de manzana","Appleshorle","Refresco de bruiswater en zumo de manzana","Appleshorle","Refresco de aigua amb gas i zumo de manzana","Appleshorle","Refresco de 气泡水和zumo de manzana"
"a14d5f6b-3cd0-4031-a954-9711981b4b8c","ICE AMERICANO","Carga de expresso con hielo y agua","4.0","Ninguno","ICE AMERICANO","Carga de expresso con hielo y agua","ICE AMERICANO","espresso shot with hielo and water","ICE AMERICANO","dose d'espresso avec hielo et eau","ICE AMERICANO","Espresso-Shot mit hielo und Wasser","ICE AMERICANO","dose di espresso con hielo e acqua","ICE AMERICANO","dose de espresso com hielo e água","ICE AMERICANO","espresso-shot met hielo en water","ICE AMERICANO","càrrega d'espresso amb hielo i aigua","ICE AMERICANO","一份浓缩咖啡配hielo和水"
"21053fd3-c349-43db-89b6-7d6720bafc8d","Jaggermeister","","3.0","Ninguno","Jaggermeister","","Jaggermeister","","Jaggermeister","","Jaggermeister","","Jaggermeister","","Jaggermeister","","Jaggermeister","","Jaggermeister","","Jaggermeister",""
"e60a6b67-7849-4b3a-930a-84802ba1537e","Te chai","","3.5","Ninguno","Te chai","","Te chai","","Te chai","","Te chai","","Te chai","","Te chai","","Te chai","","Te chai","","Te chai",""
"8d69889a-5973-495f-a7ef-2d2bea8879e8","Crounch","Alitas de pollo estilo americano (6 unidades)","7.9","Ninguno","Crounch","Alitas de pollo estilo americano (6 unidades)","Crounch","Alitas of pollo estilo americano (6 unidades)","Crounch","Alitas de pollo estilo americano (6 unidades)","Crounch","Alitas de pollo estilo americano (6 unidades)","Crounch","Alitas de pollo estilo americano (6 unidades)","Crounch","Alitas de pollo estilo americano (6 unidades)","Crounch","Alitas de pollo estilo americano (6 unidades)","Crounch","Alitas de pollo estilo americano (6 unidades)","Crounch","Alitas de pollo estilo americano (6 unidades)"
"96d00aab-f3ad-4c6c-9a70-79448443f6a5","ICE CAPUCCINO","Carga de expresso con hielo picado y crema de leche","4.9","Leche","ICE CAPUCCINO","Carga de expresso con hielo picado y crema de leche","ICE CAPUCCINO","espresso shot with hielo picado and milk foam","ICE CAPUCCINO","dose d'espresso avec hielo picado et mousse de lait","ICE CAPUCCINO","Espresso-Shot mit hielo picado und Milchschaum","ICE CAPUCCINO","dose di espresso con hielo picado e schiuma di latte","ICE CAPUCCINO","dose de espresso com hielo picado e espuma de leite","ICE CAPUCCINO","espresso-shot met hielo picado en melkschuim","ICE CAPUCCINO","càrrega d'espresso amb hielo picado i escuma de llet","ICE CAPUCCINO","一份浓缩咖啡配hielo picado和奶泡"
"d0878cb1-e2ee-4f32-80ea-a69ee7992af4","Tarta de zanahoria","","4.9","Gluten, Leche, Huevo","Tarta de zanahoria","","Carrot cake","","Gâteau aux carottes","","Karottenkuchen","","Torta di carote","","Bolo de cenoura","","Worteltaart","","Pastís de pastanaga","","胡萝卜蛋糕",""
"7b91fb02-f251-4e03-9392-48c064fb1358","Tinto de Verano","Vino tinto con fanta limon","6.0","Sulfitos","Tinto de Verano","Vino tinto con fanta limon","Tinto de Verano","red wine with fanta limon","Tinto de Verano","vin rouge avec fanta limon","Tinto de Verano","Rotwein mit fanta limon","Tinto de Verano","vino rosso con fanta limon","Tinto de Verano","vinho tinto com fanta limon","Tinto de Verano","rode wijn met fanta limon","Tinto de Verano","vi negre amb fanta limon","Tinto de Verano","红葡萄酒配fanta limon"
"06da74d8-578a-4a8b-85a0-15008659ae54","Jack Daniels + Refresco","refresco a elegir","7.9","Ninguno","Jack Daniels + Refresco","refresco a elegir","Jack Daniels + Refresco","soft drink of your choice","Jack Daniels + Refresco","soda au choix","Jack Daniels + Refresco","Softdrink nach Wahl","Jack Daniels + Refresco","bibita a scelta","Jack Daniels + Refresco","refrigerante à escolha","Jack Daniels + Refresco","frisdrank naar keuze","Jack Daniels + Refresco","refresc a triar","Jack Daniels + Refresco","自选软饮"
"3a969e66-ff34-41da-9395-2074039f197f","Chai latte","Te chai de chocolate o vainilla","4.0","Leche","Chai latte","Te chai de chocolate o vainilla","Chai latte","Te chai of chocolate or vanilla","Chai latte","Te chai de chocolat ou vanille","Chai latte","Te chai de Schokolade oder Vanille","Chai latte","Te chai de cioccolato o vaniglia","Chai latte","Te chai de chocolate ou baunilha","Chai latte","Te chai de chocolade of vanille","Chai latte","Te chai de xocolata o vainilla","Chai latte","Te chai de 巧克力或香草"
"4d787bce-89d5-4ab8-88c7-078250cd64e0","Puerto de Indias + Refresco","refresco a elegir","7.9","Ninguno","Puerto de Indias + Refresco","refresco a elegir","Puerto de Indias + Refresco","soft drink of your choice","Puerto de Indias + Refresco","soda au choix","Puerto de Indias + Refresco","Softdrink nach Wahl","Puerto de Indias + Refresco","bibita a scelta","Puerto de Indias + Refresco","refrigerante à escolha","Puerto de Indias + Refresco","frisdrank naar keuze","Puerto de Indias + Refresco","refresc a triar","Puerto de Indias + Refresco","自选软饮"
"c3dd7521-c29b-4e4b-8940-ae0f90b40d5f","Habana Club + Refresco","refresco a elegir","6.9","Ninguno","Habana Club + Refresco","refresco a elegir","Habana Club + Refresco","soft drink of your choice","Habana Club + Refresco","soda au choix","Habana Club + Refresco","Softdrink nach Wahl","Habana Club + Refresco","bibita a scelta","Habana Club + Refresco","refrigerante à escolha","Habana Club + Refresco","frisdrank naar keuze","Habana Club + Refresco","refresc a triar","Habana Club + Refresco","自选软饮"
"a6981910-bc6a-4a14-83f8-96557d03e92b","Ice matcha","Te macha con hielo picado y leche o agua","5.9","Leche","Ice matcha","Te macha con hielo picado y leche o agua","Ice matcha","Te macha with hielo picado and milk or water","Ice matcha","Te macha avec hielo picado et lait ou eau","Ice matcha","Te macha mit hielo picado und Milch oder Wasser","Ice matcha","Te macha con hielo picado e latte o acqua","Ice matcha","Te macha com hielo picado e leite ou água","Ice matcha","Te macha met hielo picado en melk of water","Ice matcha","Te macha amb hielo picado i llet o aigua","Ice matcha","Te macha配hielo picado和牛奶或水"
"f27025b1-59a5-4611-86ad-d707ce6ce5fc","Caña","","2.7","Gluten","Caña","","Caña","","Caña","","Caña","","Caña","","Caña","","Caña","","Caña","","Caña",""
"4fe51eb2-545d-45b5-9d9c-d6f71efba56d","Amaretto + refresco","refresco a elegir","7.9","Frutos de cascara","Amaretto + refresco","refresco a elegir","Amaretto + refresco","soft drink of your choice","Amaretto + refresco","soda au choix","Amaretto + refresco","Softdrink nach Wahl","Amaretto + refresco","bibita a scelta","Amaretto + refresco","refrigerante à escolha","Amaretto + refresco","frisdrank naar keuze","Amaretto + refresco","refresc a triar","Amaretto + refresco","自选软饮"
"b404d8a8-948b-4dcd-9962-67f6cd6b7218","Tarta Fresas y Nata","","5.9","Gluten, Leche, Huevo","Tarta Fresas y Nata","","Strawberry and cream cake","","Gâteau fraises et crème","","Erdbeer-Sahne-Torte","","Torta fragole e panna","","Bolo de morangos e natas","","Aardbeien-slagroomtaart","","Pastís de maduixes i nata","","草莓奶油蛋糕",""
"2454ccdd-cc6b-440b-8f73-121a891ef73e","Lucius","Tomate y embutido a elegir","4.9","Gluten","Lucius","Tomate y embutido a elegir","Lucius","Tomato and sausage to choose","Lucius","tomate et embutido au choix","Lucius","Tomate und Wurst zur Auswahl","Lucius","pomodoro e embutido a scelta","Lucius","tomate e embutido à escolha","Lucius","tomaat en embutido naar keuze","Lucius","Tomàquet i embotit a triar","Lucius","番茄和embutido可选"
"c5b54097-e560-49fd-8ca9-d07f58088763","Tarta de Queso y Fresas","","4.9","Gluten, Leche, Huevo","Tarta de Queso y Fresas","","Strawberry cheesecake","","Cheesecake aux fraises","","Erdbeer-Käsekuchen","","Cheesecake alle fragole","","Cheesecake de morango","","Aardbeiencheesecake","","Pastís de formatge i maduixes","","草莓芝士蛋糕",""
"d7e64b08-7931-4571-939d-cc7a75fbaf24","Croissan","","2.5","Gluten, Leche, Huevo","Croissan","","Croissant","","Croissant","","Croissant","","Croissant","","Croissant","","Croissant","","Croissant","","可颂",""
"6638f44d-5a67-4c82-8cf4-a1014e915b43","Aquarius","","2.9","Ninguno","Aquarius","","Aquarius","","Aquarius","","Aquarius","","Aquarius","","Aquarius","","Aquarius","","Aquarius","","Aquarius",""
"29b21c88-07e6-4b2b-9a5f-7260c44e77ec","tarta Banoffee","","5.9","Gluten, Leche, Huevo","tarta Banoffee","","tarta Banoffee","","tarta Banoffee","","tarta Banoffee","","tarta Banoffee","","tarta Banoffee","","tarta Banoffee","","tarta Banoffee","","tarta Banoffee",""
"","Italiano","(mozzarella, mortadela, pistacho y albahaca)","7.9","Gluten, Leche, Frutos de cáscara","Italiano","(mozzarella, mortadela, pistacho y albahaca)","Italian","(mozzarella, mortadella, pistachio and basil)","Italien","(mozzarella, mortadelle, pistache et basilic)","Italienisch","(Mozzarella, Mortadella, Pistazie und Basilikum)","Italiano","(mozzarella, mortadella, pistacchio e basilico)","Italiano","(mozzarella, mortadela, pistácio e manjericão)","Italiaans","(mozzarella, mortadella, pistache en basilicum)","Italià","(mozzarella, mortadel·la, festuc i alfàbrega)","意大利风味","（马苏里拉奶酪、意式摩塔台拉香肠、开心果和罗勒）"
"","Frances","(queso brie, jamon york, lechuga y queso crema)","7.9","Gluten, Leche","Frances","(queso brie, jamon york, lechuga y queso crema)","French","(Brie cheese, cooked ham, lettuce and cream cheese)","Français","(fromage Brie, jambon cuit, laitue et fromage frais)","Französisch","(Brie, gekochter Schinken, Salat und Frischkäse)","Francese","(formaggio Brie, prosciutto cotto, lattuga e formaggio cremoso)","Francês","(queijo Brie, fiambre cozido, alface e queijo creme)","Frans","(Brie, gekookte ham, sla en roomkaas)","Francès","(formatge Brie, pernil dolç, enciam i formatge crema)","法式","（布里奶酪、熟火腿、生菜和奶油奶酪）"
